class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
moping,0.38055840134620667,0.05698975548148155,-0.26240143179893494,0.9866618514060974,0.3815567195415497,0.047412872314453125,-0.2476995438337326,0.9763462543487549,0.3822353482246399,0.04695424064993858,-0.2477470487356186,0.9796055555343628,0.38274243474006653,0.045622263103723526,-0.24776117503643036,0.9792633652687073,0.3772885203361511,0.046521034091711044,-0.2872466444969177,0.971959114074707,0.37529456615448,0.045770201832056046,-0.2873411178588867,0.9790090918540955,0.36657845973968506,0.042078614234924316,-0.2872964143753052,0.9700382947921753,0.36843469738960266,0.02505803108215332,-0.12737202644348145,0.9845154285430908,0.350628137588501,0.025690674781799316,-0.3094481825828552,0.9772226214408875,0.371906578540802,0.06943011283874512,-0.20844022929668427,0.9731417894363403,0.36728593707084656,0.06668028235435486,-0.26148736476898193,0.9603304862976074,0.35615307092666626,0.07315501570701599,0.022800924256443977,0.9996366500854492,0.30221623182296753,0.04436296224594116,-0.35208258032798767,0.99940025806427,0.39245548844337463,0.20260454714298248,0.13577063381671906,0.3746185302734375,0.35454368591308594,0.09006276726722717,-0.5117035508155823,0.9948217868804932,0.4445432126522064,0.29099056124687195,0.09741799533367157,0.8055768013000488,0.4435423016548157,0.0448971651494503,-0.5947874188423157,0.9973879456520081,0.4553152024745941,0.3080693185329437,0.09873075038194656,0.7555890083312988,0.4618161618709564,0.03806644678115845,-0.6474518179893494,0.9931570887565613,0.45670992136001587,0.3070427179336548,0.055766090750694275,0.7765969634056091,0.4647679328918457,0.033457934856414795,-0.6293742060661316,0.9921769499778748,0.45284897089004517,0.29921072721481323,0.07933150976896286,0.748694896697998,0.4590719938278198,0.038056936115026474,-0.5891355276107788,0.9815043807029724,0.34715715050697327,0.33664023876190186,0.11406990140676498,0.9984167814254761,0.3050856590270996,0.33709293603897095,-0.1142285168170929,0.9994489550590515,0.37863829731941223,0.5463283658027649,0.1981419175863266,0.5766844749450684,0.3340369760990143,0.577579140663147,-0.1338181048631668,0.9576754570007324,0.39606818556785583,0.7548924088478088,0.3718529939651489,0.7175376415252686,0.33034589886665344,0.8188178539276123,-0.045573897659778595,0.9712262153625488,0.39177438616752625,0.7971198558807373,0.38582074642181396,0.7057561874389648,0.31335029006004333,0.8541602492332458,-0.04072529822587967,0.8788140416145325,0.4627046287059784,0.78794264793396,0.30415961146354675,0.8124092221260071,0.3829587399959564,0.880380392074585,-0.17367544770240784,0.9640696048736572
moping,0.3854444921016693,0.015552874654531479,-0.23820510506629944,0.9850138425827026,0.3839203119277954,-0.0045013874769210815,-0.22161075472831726,0.9719805717468262,0.38402488827705383,-0.005749821197241545,-0.22163482010364532,0.9770877361297607,0.38414302468299866,-0.006899463478475809,-0.22163914144039154,0.9755588173866272,0.3803657293319702,-0.004800048656761646,-0.2639044523239136,0.9673795104026794,0.377696692943573,-0.006379472091794014,-0.26401302218437195,0.9768654108047485,0.3734365403652191,-0.00792708434164524,-0.2640082538127899,0.9663008451461792,0.3686758279800415,-0.017247600480914116,-0.10172247886657715,0.9819784164428711,0.34746256470680237,-0.020011574029922485,-0.29565441608428955,0.9752705097198486,0.3760368227958679,0.031989213079214096,-0.18535010516643524,0.9698199033737183,0.37296533584594727,0.027141718193888664,-0.2417648434638977,0.9570605158805847,0.36022892594337463,0.06340761482715607,0.03973958641290665,0.9995900988578796,0.30253204703330994,0.03605090454220772,-0.35298922657966614,0.9993347525596619,0.3942365348339081,0.1930161863565445,0.1403651088476181,0.372646301984787,0.3543517589569092,0.08846811205148697,-0.5145282745361328,0.994861364364624,0.4437195360660553,0.2922908365726471,0.09715978801250458,0.7953233122825623,0.4443190395832062,0.04561581090092659,-0.5833047032356262,0.9973135590553284,0.4547578990459442,0.30860742926597595,0.0955047607421875,0.7440844774246216,0.4651349186897278,0.03748385235667229,-0.6356958150863647,0.9929825067520142,0.45585501194000244,0.30739015340805054,0.05475495383143425,0.764988899230957,0.46687498688697815,0.03293474763631821,-0.621198832988739,0.9919715523719788,0.4515990912914276,0.30356365442276,0.07904474437236786,0.7386888861656189,0.45951107144355774,0.03792393207550049,-0.5786226987838745,0.9810989499092102,0.352047860622406,0.3359985053539276,0.11476784199476242,0.9983798265457153,0.3082524836063385,0.3380092680454254,-0.11490985751152039,0.9994118213653564,0.38096585869789124,0.5478970408439636,0.21259702742099762,0.5901574492454529,0.33503293991088867,0.5784871578216553,-0.13317044079303741,0.958873450756073,0.39427992701530457,0.7587889432907104,0.390872985124588,0.7274928689002991,0.3296815752983093,0.8188323378562927,-0.027869584038853645,0.9716078042984009,0.38657763600349426,0.8032294511795044,0.4045701026916504,0.7125096321105957,0.31202390789985657,0.8548596501350403,-0.021537207067012787,0.8782747983932495,0.4598488509654999,0.7906897664070129,0.316719114780426,0.8187767267227173,0.3827013373374939,0.8807670474052429,-0.16346381604671478,0.964853823184967
moping,0.37899547815322876,0.026029257103800774,-0.2765040993690491,0.9822810292243958,0.3772214949131012,0.008489462547004223,-0.2746019959449768,0.9670862555503845,0.37649667263031006,0.006766905542463064,-0.27455079555511475,0.9722124338150024,0.37585291266441345,0.004940435290336609,-0.2745233476161957,0.9712837338447571,0.3754734992980957,0.009095481596887112,-0.31522831320762634,0.9627571702003479,0.37301310896873474,0.007802053354680538,-0.31535327434539795,0.9727116823196411,0.3718397617340088,0.005841333884745836,-0.3154149055480957,0.9628180265426636,0.3558295667171478,-0.011760172434151173,-0.1916055828332901,0.9786069393157959,0.34076228737831116,-0.010639471933245659,-0.37719064950942993,0.9724547863006592,0.3693167567253113,0.03662268817424774,-0.23410524427890778,0.9698695540428162,0.36917605996131897,0.03543894365429878,-0.28811031579971313,0.9583685994148254,0.3546489179134369,0.051590245217084885,-0.05054540932178497,0.9995735883712769,0.3016640841960907,0.03436674177646637,-0.42623069882392883,0.9993624091148376,0.393800288438797,0.19138893485069275,0.0200334619730711,0.36421820521354675,0.35611870884895325,0.09340933710336685,-0.581335723400116,0.9949992299079895,0.4417598843574524,0.295661062002182,-0.059821438044309616,0.7795737385749817,0.44611576199531555,0.05482707545161247,-0.6575959920883179,0.9973118901252747,0.4540880620479584,0.31094229221343994,-0.07556967437267303,0.7299472689628601,0.4679136872291565,0.046268634498119354,-0.7166810035705566,0.9929870367050171,0.4553190767765045,0.3098895251750946,-0.11490671336650848,0.7507322430610657,0.46913179755210876,0.03613588958978653,-0.7033146023750305,0.9919740557670593,0.4498511850833893,0.30860471725463867,-0.07931073755025864,0.7245052456855774,0.46199896931648254,0.042661987245082855,-0.6540946364402771,0.9812152981758118,0.3517161011695862,0.33552616834640503,0.11437667906284332,0.9983212351799011,0.3112785816192627,0.33801788091659546,-0.11452561616897583,0.9993913173675537,0.3784681260585785,0.5508012175559998,0.23425039649009705,0.5829999446868896,0.33852052688598633,0.5802531838417053,-0.07950883358716965,0.9561867713928223,0.38397061824798584,0.7643734216690063,0.4502398371696472,0.719349205493927,0.3301863968372345,0.8195207118988037,0.07597166299819946,0.9681716561317444,0.37290337681770325,0.8104748129844666,0.4679361879825592,0.7029886841773987,0.3120417296886444,0.8563148379325867,0.08748869597911835,0.8722901344299316,0.4469930827617645,0.7956305146217346,0.37688955664634705,0.8129467368125916,0.38303735852241516,0.8803995251655579,-0.04816826805472374,0.9612053036689758
moping,0.370337575674057,0.018400724977254868,-0.255738228559494,0.9732593894004822,0.36809787154197693,-0.002351821633055806,-0.25835803151130676,0.950055718421936,0.36758318543434143,-0.004850993864238262,-0.2582506835460663,0.9592621922492981,0.36716708540916443,-0.0072647398337721825,-0.25818875432014465,0.9566794037818909,0.3662087619304657,0.0004199535760562867,-0.29647672176361084,0.9456850290298462,0.36373937129974365,-0.00042030945769511163,-0.29662370681762695,0.9608237147331238,0.3627670109272003,-0.0012192570138722658,-0.29677313566207886,0.9470365643501282,0.35337257385253906,-0.025017643347382545,-0.1647227704524994,0.9692131280899048,0.3410396873950958,-0.016647569835186005,-0.3477863669395447,0.962318480014801,0.3633579611778259,0.02442171238362789,-0.21792162954807281,0.9644671678543091,0.3631078600883484,0.026879753917455673,-0.26845958828926086,0.9530293345451355,0.3553708493709564,0.0478193499147892,-0.018593281507492065,0.9995064735412598,0.29938197135925293,0.03047856315970421,-0.3973340690135956,0.9993599653244019,0.390928715467453,0.18980136513710022,0.0665108934044838,0.3512404263019562,0.35589754581451416,0.09645555168390274,-0.5573280453681946,0.9948502779006958,0.4393714368343353,0.30419883131980896,0.009819273836910725,0.7602609992027283,0.4461556375026703,0.067288838326931,-0.6564048528671265,0.9972474575042725,0.4512776732444763,0.3183245360851288,0.0017114864895120263,0.7141114473342896,0.46785271167755127,0.06043852120637894,-0.7164723873138428,0.9929695129394531,0.4525921642780304,0.3167914152145386,-0.04016153886914253,0.7350173592567444,0.4691559970378876,0.04470740631222725,-0.7017229199409485,0.9919678568840027,0.4469756484031677,0.3121204376220703,-0.009311091154813766,0.7089262008666992,0.4619341790676117,0.05073225498199463,-0.6528425216674805,0.9812319874763489,0.3528769016265869,0.3347623646259308,0.11445558816194534,0.9981657862663269,0.31219416856765747,0.3380122482776642,-0.11459356546401978,0.999343991279602,0.38129130005836487,0.5507456064224243,0.22727516293525696,0.5933451652526855,0.338417649269104,0.5813199877738953,-0.09428040683269501,0.9574918150901794,0.38405129313468933,0.765610933303833,0.4384273886680603,0.7265246510505676,0.3273160457611084,0.8198098540306091,0.04824081063270569,0.9680885672569275,0.3742971420288086,0.811482846736908,0.4552468955516815,0.7092820405960083,0.30928725004196167,0.858107328414917,0.05793062970042229,0.8702858090400696,0.44751104712486267,0.7968374490737915,0.36315861344337463,0.8172077536582947,0.3819673955440521,0.880720853805542,-0.08362983167171478,0.9606060981750488
moping,0.36974525451660156,0.01551299262791872,-0.21453316509723663,0.9686055779457092,0.36745360493659973,-0.005762569606304169,-0.21233753859996796,0.9440972805023193,0.366787314414978,-0.008254492655396461,-0.2122841328382492,0.9518259167671204,0.36619508266448975,-0.010634856298565865,-0.21225550770759583,0.9513987898826599,0.36596816778182983,-0.0032846347894519567,-0.2518566846847534,0.9398184418678284,0.3636733293533325,-0.004376731812953949,-0.25199025869369507,0.9537724256515503,0.3621789216995239,-0.005291098728775978,-0.2520504891872406,0.9411076307296753,0.35274726152420044,-0.028330156579613686,-0.1402272880077362,0.9633209705352783,0.3417520225048065,-0.020606454461812973,-0.3222907483577728,0.9566199779510498,0.362285315990448,0.02114242874085903,-0.17584623396396637,0.9631800651550293,0.3621762692928314,0.023505298420786858,-0.2283855676651001,0.9525208473205566,0.34844741225242615,0.04313773289322853,-0.011460998095571995,0.9994292259216309,0.299752414226532,0.02422492392361164,-0.3866356611251831,0.9993492364883423,0.38749468326568604,0.1860000491142273,0.07973187416791916,0.34049540758132935,0.35546284914016724,0.09705952554941177,-0.5527353882789612,0.9947210550308228,0.43520259857177734,0.3056594729423523,0.016982458531856537,0.7459356188774109,0.44656845927238464,0.07163513451814651,-0.6404796838760376,0.9970516562461853,0.4461780786514282,0.3234716057777405,0.006929642520844936,0.7031696438789368,0.46806010603904724,0.06472506374120712,-0.7023912072181702,0.9926584959030151,0.4481852650642395,0.31915903091430664,-0.03363431990146637,0.7236590385437012,0.46909886598587036,0.049222689121961594,-0.6963552236557007,0.9916374087333679,0.4432102143764496,0.31654155254364014,-0.0024403687566518784,0.6981585025787354,0.46189084649086,0.0546761080622673,-0.6388753652572632,0.9806675910949707,0.35257822275161743,0.3336663246154785,0.11670548468828201,0.9979316592216492,0.31471893191337585,0.3372557461261749,-0.11684039235115051,0.9992528557777405,0.38031718134880066,0.5507649779319763,0.2345704585313797,0.5905916094779968,0.3382053077220917,0.5812845826148987,-0.08795776218175888,0.9573403596878052,0.377499520778656,0.7678329348564148,0.43595296144485474,0.7225344777107239,0.3258776068687439,0.8235008120536804,0.051403194665908813,0.9669766426086426,0.36050939559936523,0.8151894211769104,0.45182493329048157,0.7112229466438293,0.30808964371681213,0.8617265820503235,0.06122283637523651,0.8697121739387512,0.43358373641967773,0.8044898509979248,0.36709120869636536,0.8143670558929443,0.38085684180259705,0.8819871544837952,-0.07265815138816833,0.9587039947509766
moping,0.36721494793891907,0.018513362854719162,-0.22988498210906982,0.9634119272232056,0.36489009857177734,0.0010065676178783178,-0.2221270650625229,0.9357682466506958,0.3648556172847748,0.0004855141742154956,-0.22211623191833496,0.9440291523933411,0.362833172082901,-0.002561860950663686,-0.22212255001068115,0.9446748495101929,0.3628484010696411,0.0025021322071552277,-0.2628442645072937,0.9320904612541199,0.36129724979400635,0.0033911624923348427,-0.2629626989364624,0.9468490481376648,0.35484299063682556,2.346456312807277e-05,-0.26298677921295166,0.933542013168335,0.34635689854621887,-0.025604700669646263,-0.14760799705982208,0.9570050835609436,0.33741989731788635,-0.0170840285718441,-0.32199785113334656,0.9501907229423523,0.35958752036094666,0.027288712561130524,-0.18527880311012268,0.9591543078422546,0.35688069462776184,0.028830060735344887,-0.23819825053215027,0.94807368516922,0.3504630923271179,0.04617835953831673,-0.00824763160198927,0.9993483424186707,0.29972970485687256,0.023085832595825195,-0.3839312195777893,0.9993177652359009,0.38505399227142334,0.18529528379440308,0.0855451226234436,0.33550718426704407,0.354011207818985,0.09686599671840668,-0.5362147092819214,0.9946956038475037,0.4306601285934448,0.30552616715431213,0.030134517699480057,0.7342653870582581,0.44645917415618896,0.06883249431848526,-0.6043996810913086,0.9968687891960144,0.443249374628067,0.3227591812610626,0.021199334412813187,0.6938503980636597,0.46790647506713867,0.061656951904296875,-0.6542109847068787,0.9922004342079163,0.4453667402267456,0.31908103823661804,-0.027332697063684464,0.7141789793968201,0.4687318801879883,0.04788612574338913,-0.6410897970199585,0.991142988204956,0.43938305974006653,0.3153611719608307,0.008635923266410828,0.6884153485298157,0.4607163965702057,0.05328324809670448,-0.5999342799186707,0.9797437191009521,0.353253573179245,0.33345237374305725,0.11569574475288391,0.9976995587348938,0.314871221780777,0.337043821811676,-0.11584143340587616,0.9991483092308044,0.37979841232299805,0.5507904291152954,0.2336728572845459,0.5940448641777039,0.33744537830352783,0.5803238153457642,-0.09221604466438293,0.9574571251869202,0.3734513223171234,0.7674332857131958,0.4233500063419342,0.7239457964897156,0.32155707478523254,0.8230923414230347,0.04212493449449539,0.9662940502166748,0.3600706160068512,0.8143306374549866,0.4387366771697998,0.7143246531486511,0.3046954572200775,0.8615031838417053,0.0516727976500988,0.8679727911949158,0.4353228211402893,0.8041542172431946,0.35793694853782654,0.81535404920578,0.37779736518859863,0.8826407194137573,-0.08355323225259781,0.9577797651290894
moping,0.3664010763168335,-0.008801625110208988,-0.09801723808050156,0.9499529004096985,0.36348071694374084,-0.029586175456643105,-0.09541676193475723,0.9169261455535889,0.3626967668533325,-0.03146618604660034,-0.0954069122672081,0.925472617149353,0.3612518906593323,-0.033372022211551666,-0.09541281312704086,0.9278540015220642,0.36262357234954834,-0.02763211913406849,-0.13384658098220825,0.9148111343383789,0.3609670102596283,-0.028368016704916954,-0.13396446406841278,0.9307097792625427,0.356342613697052,-0.029596975073218346,-0.1339900642633438,0.9170436859130859,0.3465813398361206,-0.047474026679992676,-0.04110144078731537,0.9406498074531555,0.3379339575767517,-0.04115327075123787,-0.21514369547367096,0.9361964464187622,0.3598366975784302,0.007864275947213173,-0.06764952838420868,0.9473025798797607,0.3575247824192047,0.000653092167340219,-0.11849531531333923,0.9368951320648193,0.33640018105506897,0.0322861447930336,0.06881792843341827,0.9990047216415405,0.30083441734313965,0.0052119055762887,-0.3043200671672821,0.9991378784179688,0.38171762228012085,0.16061781346797943,0.12874490022659302,0.31093040108680725,0.3532872498035431,0.08988919109106064,-0.4409743845462799,0.9928069710731506,0.4234924614429474,0.28007927536964417,0.058148566633462906,0.6855097413063049,0.44326213002204895,0.06458288431167603,-0.486873984336853,0.9943118095397949,0.4394756853580475,0.3006688058376312,0.0471636988222599,0.6524337530136108,0.4623839855194092,0.05797985568642616,-0.5320040583610535,0.988073468208313,0.44051820039749146,0.3002186417579651,0.01591089367866516,0.6720473766326904,0.46270936727523804,0.043271612375974655,-0.5173178911209106,0.9866138100624084,0.4316732585430145,0.28116175532341003,0.040706053376197815,0.6479305624961853,0.4541139602661133,0.04941653087735176,-0.4820590019226074,0.9721037149429321,0.34580275416374207,0.32599103450775146,0.11681386828422546,0.9971484541893005,0.3156368136405945,0.3273093104362488,-0.11694509536027908,0.9987046122550964,0.37031733989715576,0.5514279007911682,0.20021486282348633,0.5854136943817139,0.3375597894191742,0.5763196349143982,-0.08573966473340988,0.9546043276786804,0.3610893487930298,0.7693184018135071,0.35038405656814575,0.7215680480003357,0.31908297538757324,0.8201493620872498,0.04663866385817528,0.9639908671379089,0.3502780795097351,0.8151975274085999,0.36174482107162476,0.7157829403877258,0.30051252245903015,0.8582684397697449,0.057126451283693314,0.8663104772567749,0.4265545606613159,0.807285487651825,0.28211697936058044,0.8104841709136963,0.37266433238983154,0.8825624585151672,-0.06093509867787361,0.9536446332931519
moping,0.36662039160728455,-0.010239442810416222,-0.17326894402503967,0.9272422194480896,0.36381733417510986,-0.03199843317270279,-0.16586005687713623,0.8837453126907349,0.36317962408065796,-0.03382936492562294,-0.1658724546432495,0.8948193788528442,0.36143553256988525,-0.035554949194192886,-0.16587156057357788,0.8973456621170044,0.3629494607448578,-0.031054943799972534,-0.205489844083786,0.8858232498168945,0.36172983050346375,-0.0324440635740757,-0.2056145817041397,0.9064476490020752,0.357628732919693,-0.03378326818346977,-0.20565591752529144,0.8915330767631531,0.3474224805831909,-0.049959294497966766,-0.07924866676330566,0.9139056205749512,0.33931222558021545,-0.04640403762459755,-0.2605723440647125,0.9168933033943176,0.36036524176597595,0.002317798091098666,-0.13098560273647308,0.9235017895698547,0.3582417368888855,-0.0014797077747061849,-0.18364448845386505,0.9136568903923035,0.34349191188812256,0.027081329375505447,0.05506918579339981,0.9981189966201782,0.2949061095714569,0.00564533518627286,-0.32942715287208557,0.9986204504966736,0.382149875164032,0.13089874386787415,0.14408141374588013,0.28809764981269836,0.3507094979286194,0.08803844451904297,-0.47027283906936646,0.9920129776000977,0.41691654920578003,0.25206828117370605,0.087582528591156,0.6358141899108887,0.44004026055336,0.050479356199502945,-0.5150421857833862,0.9927226305007935,0.4333912134170532,0.2752014398574829,0.08308545500040054,0.6081686019897461,0.45753714442253113,0.04568617418408394,-0.5609342455863953,0.9847585558891296,0.4319305121898651,0.2568308413028717,0.049160297960042953,0.6272144317626953,0.45871207118034363,0.0322730727493763,-0.5459286570549011,0.9828898310661316,0.4260544180870056,0.252246618270874,0.07077572494745255,0.6052997708320618,0.45097440481185913,0.03879251331090927,-0.509463369846344,0.9653787612915039,0.3464694917201996,0.32052695751190186,0.11682196706533432,0.9959681034088135,0.31485864520072937,0.32413002848625183,-0.11695001274347305,0.997772216796875,0.37116703391075134,0.5507633686065674,0.17552538216114044,0.5860404372215271,0.32522398233413696,0.5737487077713013,-0.08362924307584763,0.9540646076202393,0.3611226975917816,0.7671302556991577,0.3435682952404022,0.7241411209106445,0.31283023953437805,0.8185815215110779,0.06191496551036835,0.9633587002754211,0.3483181297779083,0.8099240064620972,0.35624414682388306,0.720294713973999,0.2940584123134613,0.8578225374221802,0.07270248234272003,0.8642284870147705,0.41856327652931213,0.8093426823616028,0.26754117012023926,0.8116545677185059,0.36785048246383667,0.881525456905365,-0.05782748758792877,0.9523478746414185
moping,0.35802948474884033,-0.024267425760626793,-0.15953801572322845,0.9034364223480225,0.3544534742832184,-0.04615568369626999,-0.15203145146369934,0.8510462045669556,0.35372239351272583,-0.047906484454870224,-0.15205428004264832,0.8641261458396912,0.3528273403644562,-0.04942525178194046,-0.15203857421875,0.8681926727294922,0.3533836305141449,-0.044995445758104324,-0.19358815252780914,0.8550364971160889,0.35126253962516785,-0.04616836830973625,-0.19370080530643463,0.8787776827812195,0.348650723695755,-0.04714671149849892,-0.19374069571495056,0.8615187406539917,0.338626503944397,-0.06075336039066315,-0.06840438395738602,0.886404812335968,0.3317800760269165,-0.056645408272743225,-0.25785723328590393,0.8899558782577515,0.3514051139354706,-0.013312619179487228,-0.11821260303258896,0.8985062837600708,0.350170761346817,-0.013109193183481693,-0.17347529530525208,0.8870224952697754,0.33406364917755127,0.023204553872346878,0.06766544282436371,0.9973409175872803,0.2895832359790802,-0.002241489477455616,-0.3347596526145935,0.9981614947319031,0.3696439564228058,0.14498266577720642,0.1656918078660965,0.2668275237083435,0.34297531843185425,0.07880103588104248,-0.4787662923336029,0.9905861020088196,0.41054093837738037,0.25787994265556335,0.12482817471027374,0.5976644158363342,0.4328167736530304,0.041720110923051834,-0.5216737389564514,0.990972638130188,0.4263615012168884,0.28317734599113464,0.12378194183111191,0.5759350061416626,0.45175716280937195,0.039145585149526596,-0.567685067653656,0.9816118478775024,0.4262847900390625,0.27049490809440613,0.08802049607038498,0.5946381092071533,0.4538210928440094,0.026493793353438377,-0.5528566837310791,0.9793853163719177,0.42124393582344055,0.2659723162651062,0.10768452286720276,0.5749397873878479,0.4455985128879547,0.03439614921808243,-0.5164229273796082,0.959437906742096,0.3446747362613678,0.3199923634529114,0.12094469368457794,0.995290994644165,0.3103187680244446,0.32203811407089233,-0.12109517306089401,0.99725741147995,0.3703301250934601,0.5481307506561279,0.18831191956996918,0.5879302024841309,0.3185213506221771,0.5732648968696594,-0.08673454076051712,0.9542456865310669,0.36013028025627136,0.765620768070221,0.36742863059043884,0.7278832793235779,0.3065586984157562,0.8179667592048645,0.0668221041560173,0.9637382626533508,0.3448527157306671,0.8092585802078247,0.38108503818511963,0.7252405285835266,0.2877867519855499,0.8578304648399353,0.07895305007696152,0.8649141192436218,0.4204379618167877,0.8074605464935303,0.3003414571285248,0.8140316605567932,0.3612029552459717,0.8808656930923462,-0.04825716093182564,0.9524061679840088
moping,0.35804441571235657,-0.041543278843164444,-0.08621051162481308,0.8990305066108704,0.3542925715446472,-0.06130717322230339,-0.07512197643518448,0.8489308953285217,0.3534744679927826,-0.06174582988023758,-0.07515609264373779,0.8586368560791016,0.352643758058548,-0.06196773797273636,-0.07516944408416748,0.8667369484901428,0.35341373085975647,-0.06279131770133972,-0.11555011570453644,0.8519909977912903,0.35125282406806946,-0.06439415365457535,-0.11564213037490845,0.8728860020637512,0.348834365606308,-0.06579450517892838,-0.11561645567417145,0.8584895133972168,0.33752861618995667,-0.06472717225551605,0.0019277561223134398,0.8788516521453857,0.33213531970977783,-0.06816992908716202,-0.18284238874912262,0.8824601173400879,0.35081443190574646,-0.025621216744184494,-0.050037138164043427,0.892261803150177,0.34939342737197876,-0.027326783165335655,-0.1038430780172348,0.8784421682357788,0.32324454188346863,0.02650427632033825,0.1176832765340805,0.996924638748169,0.2899099588394165,0.0025457504671067,-0.26790472865104675,0.9978301525115967,0.3627241551876068,0.15052810311317444,0.202198788523674,0.25020062923431396,0.3438901901245117,0.07674993574619293,-0.3454836308956146,0.9884304404258728,0.4040442407131195,0.26369085907936096,0.14369164407253265,0.5639109015464783,0.4282435178756714,0.035768795758485794,-0.3004390597343445,0.9861565828323364,0.4189040958881378,0.28659293055534363,0.13767115771770477,0.5452840328216553,0.445252001285553,0.033233657479286194,-0.3298848569393158,0.9738628268241882,0.42006608843803406,0.27730873227119446,0.10814190655946732,0.5629429221153259,0.44256189465522766,0.022322064265608788,-0.32281845808029175,0.9708710312843323,0.4142185151576996,0.271666020154953,0.12800773978233337,0.5458272695541382,0.4387616515159607,0.03073749877512455,-0.29595914483070374,0.9471921324729919,0.33689042925834656,0.3180807828903198,0.12080185115337372,0.9948936700820923,0.3069855868816376,0.3154158890247345,-0.1209670752286911,0.9968189001083374,0.360647052526474,0.5444518327713013,0.20174965262413025,0.563576340675354,0.3162807822227478,0.5675255060195923,-0.0900033488869667,0.9490945935249329,0.34798240661621094,0.7647466659545898,0.3612184226512909,0.7145589590072632,0.30025312304496765,0.8137229084968567,0.03978602960705757,0.959949791431427,0.3336869776248932,0.8084192872047424,0.3721867799758911,0.7180682420730591,0.28175830841064453,0.8533504605293274,0.04976692795753479,0.858029842376709,0.4115926921367645,0.8066722750663757,0.2963203191757202,0.8054649829864502,0.35236871242523193,0.8793327212333679,-0.06081066653132439,0.9483416080474854
